Atlantis,Europa,Pandora,Neuronia,Brick
33.25,33.25,33.25,33.25,33.25
33.300000000000004,33.25,33.25,33.25,33.25
33.300000000000004,33.300000000000004,33.25,33.25,33.25
33.300000000000004,33.300000000000004,33.300000000000004,33.25,33.25
33.300000000000004,33.300000000000004,33.300000000000004,33.300000000000004,33.25
33.300000000000004,33.300000000000004,33.300000000000004,33.300000000000004,33.300000000000004
33.349999999999994,33.300000000000004,33.300000000000004,33.300000000000004,33.300000000000004
33.349999999999994,33.349999999999994,33.300000000000004,33.300000000000004,33.300000000000004
33.349999999999994,33.349999999999994,33.349999999999994,33.300000000000004,33.300000000000004
33.349999999999994,33.349999999999994,33.349999999999994,33.349999999999994,33.300000000000004
33.349999999999994,33.349999999999994,33.349999999999994,33.349999999999994,33.349999999999994
33.400000000000006,33.349999999999994,33.349999999999994,33.349999999999994,33.349999999999994
33.400000000000006,33.400000000000006,33.349999999999994,33.349999999999994,33.349999999999994
33.400000000000006,33.400000000000006,33.400000000000006,33.349999999999994,33.349999999999994
33.400000000000006,33.400000000000006,33.400000000000006,33.400000000000006,33.349999999999994
33.400000000000006,33.400000000000006,33.400000000000006,33.400000000000006,33.400000000000006
33.45,33.400000000000006,33.400000000000006,33.400000000000006,33.400000000000006
33.45,33.45,33.400000000000006,33.400000000000006,33.400000000000006
33.45,33.45,33.45,33.400000000000006,33.400000000000006
33.45,33.45,33.45,33.45,33.400000000000006
33.45,33.45,33.45,33.45,33.45
33.5,33.45,33.45,33.45,33.45
33.5,33.5,33.45,33.45,33.45
33.5,33.5,33.5,33.45,33.45
33.5,33.5,33.5,33.5,33.45
33.5,33.5,33.5,33.5,33.5
33.55,33.5,33.5,33.5,33.5
33.55,33.55,33.5,33.5,33.5
33.55,33.55,33.55,33.5,33.5
33.55,33.55,33.55,33.55,33.5
33.55,33.55,33.55,33.55,33.55
33.599999999999994,33.55,33.55,33.55,33.55
33.599999999999994,33.599999999999994,33.55,33.55,33.55
33.599999999999994,33.599999999999994,33.599999999999994,33.55,33.55
33.599999999999994,33.599999999999994,33.599999999999994,33.599999999999994,33.55
33.599999999999994,33.599999999999994,33.599999999999994,33.599999999999994,33.599999999999994
33.65,33.599999999999994,33.599999999999994,33.599999999999994,33.599999999999994
33.65,33.65,33.599999999999994,33.599999999999994,33.599999999999994
33.65,33.65,33.65,33.599999999999994,33.599999999999994
33.65,33.65,33.65,33.65,33.599999999999994
33.65,33.65,33.65,33.65,33.65
33.7,33.65,33.65,33.65,33.65
33.7,33.7,33.65,33.65,33.65
33.7,33.7,33.7,33.65,33.65
33.7,33.7,33.7,33.7,33.65
33.7,33.7,33.7,33.7,33.7
33.75,33.7,33.7,33.7,33.7
33.75,33.75,33.7,33.7,33.7
33.75,33.75,33.75,33.7,33.7
33.75,33.75,33.75,33.75,33.7
33.75,33.75,33.75,33.75,33.75
33.800000000000004,33.75,33.75,33.75,33.75
33.800000000000004,33.800000000000004,33.75,33.75,33.75
33.800000000000004,33.800000000000004,33.800000000000004,33.75,33.75
33.800000000000004,33.800000000000004,33.800000000000004,33.800000000000004,33.75
33.800000000000004,33.800000000000004,33.800000000000004,33.800000000000004,33.800000000000004
33.85,33.800000000000004,33.800000000000004,33.800000000000004,33.800000000000004
33.85,33.85,33.800000000000004,33.800000000000004,33.800000000000004
33.85,33.85,33.85,33.800000000000004,33.800000000000004
33.85,33.85,33.85,33.85,33.800000000000004
33.85,33.85,33.85,33.85,33.85
33.900000000000006,33.85,33.85,33.85,33.85
33.900000000000006,33.900000000000006,33.85,33.85,33.85
33.900000000000006,33.900000000000006,33.900000000000006,33.85,33.85
33.900000000000006,33.900000000000006,33.900000000000006,33.900000000000006,33.85
33.900000000000006,33.900000000000006,33.900000000000006,33.900000000000006,33.900000000000006
33.949999999999996,33.900000000000006,33.900000000000006,33.900000000000006,33.900000000000006
33.949999999999996,33.949999999999996,33.900000000000006,33.900000000000006,33.900000000000006
33.949999999999996,33.949999999999996,33.949999999999996,33.900000000000006,33.900000000000006
33.949999999999996,33.949999999999996,33.949999999999996,33.949999999999996,33.900000000000006
33.949999999999996,33.949999999999996,33.949999999999996,33.949999999999996,33.949999999999996
34.0,33.949999999999996,33.949999999999996,33.949999999999996,33.949999999999996
34.0,34.0,33.949999999999996,33.949999999999996,33.949999999999996
34.0,34.0,34.0,33.949999999999996,33.949999999999996
34.0,34.0,34.0,34.0,33.949999999999996
34.0,34.0,34.0,34.0,34.0
34.05,34.0,34.0,34.0,34.0
34.05,34.05,34.0,34.0,34.0
34.05,34.05,34.05,34.0,34.0
34.05,34.05,34.05,34.05,34.0
34.05,34.05,34.05,34.05,34.05
34.1,34.05,34.05,34.05,34.05
34.1,34.1,34.05,34.05,34.05
34.1,34.1,34.1,34.05,34.05
34.1,34.1,34.1,34.1,34.05
34.1,34.1,34.1,34.1,34.1
34.15,34.1,34.1,34.1,34.1
34.15,34.15,34.1,34.1,34.1
34.15,34.15,34.15,34.1,34.1
34.15,34.15,34.15,34.15,34.1
34.15,34.15,34.15,34.15,34.15
34.2,34.15,34.15,34.15,34.15
34.2,34.2,34.15,34.15,34.15
34.2,34.2,34.2,34.15,34.15
34.2,34.2,34.2,34.2,34.15
34.2,34.2,34.2,34.2,34.2
34.25,34.2,34.2,34.2,34.2
34.25,34.25,34.2,34.2,34.2
34.25,34.25,34.25,34.2,34.2
34.25,34.25,34.25,34.25,34.2
34.25,34.25,34.25,34.25,34.25
34.3,34.25,34.25,34.25,34.25
34.3,34.3,34.25,34.25,34.25
34.3,34.3,34.3,34.25,34.25
34.3,34.3,34.3,34.3,34.25
34.3,34.3,34.3,34.3,34.3
34.349999999999994,34.3,34.3,34.3,34.3
34.349999999999994,34.349999999999994,34.3,34.3,34.3
34.349999999999994,34.349999999999994,34.349999999999994,34.3,34.3
34.349999999999994,34.349999999999994,34.349999999999994,34.349999999999994,34.3
34.349999999999994,34.349999999999994,34.349999999999994,34.349999999999994,34.349999999999994
34.400000000000006,34.349999999999994,34.349999999999994,34.349999999999994,34.349999999999994
34.400000000000006,34.400000000000006,34.349999999999994,34.349999999999994,34.349999999999994
34.400000000000006,34.400000000000006,34.400000000000006,34.349999999999994,34.349999999999994
34.400000000000006,34.400000000000006,34.400000000000006,34.400000000000006,34.349999999999994
34.400000000000006,34.400000000000006,34.400000000000006,34.400000000000006,34.400000000000006
34.45,34.400000000000006,34.400000000000006,34.400000000000006,34.400000000000006
34.45,34.45,34.400000000000006,34.400000000000006,34.400000000000006
34.45,34.45,34.45,34.400000000000006,34.400000000000006
34.45,34.45,34.45,34.45,34.400000000000006
34.45,34.45,34.45,34.45,34.45
34.5,34.45,34.45,34.45,34.45
34.5,34.5,34.45,34.45,34.45
34.5,34.5,34.5,34.45,34.45
34.5,34.5,34.5,34.5,34.45
34.5,34.5,34.5,34.5,34.5
34.550000000000004,34.5,34.5,34.5,34.5
34.550000000000004,34.550000000000004,34.5,34.5,34.5
34.550000000000004,34.550000000000004,34.550000000000004,34.5,34.5
34.550000000000004,34.550000000000004,34.550000000000004,34.550000000000004,34.5
34.550000000000004,34.550000000000004,34.550000000000004,34.550000000000004,34.550000000000004
34.6,34.550000000000004,34.550000000000004,34.550000000000004,34.550000000000004
34.6,34.6,34.550000000000004,34.550000000000004,34.550000000000004
34.6,34.6,34.6,34.550000000000004,34.550000000000004
34.6,34.6,34.6,34.6,34.550000000000004
34.6,34.6,34.6,34.6,34.6
34.650000000000006,34.6,34.6,34.6,34.6
34.650000000000006,34.650000000000006,34.6,34.6,34.6
34.650000000000006,34.650000000000006,34.650000000000006,34.6,34.6
34.650000000000006,34.650000000000006,34.650000000000006,34.650000000000006,34.6
34.650000000000006,34.650000000000006,34.650000000000006,34.650000000000006,34.650000000000006
34.7,34.650000000000006,34.650000000000006,34.650000000000006,34.650000000000006
34.7,34.7,34.650000000000006,34.650000000000006,34.650000000000006
34.7,34.7,34.7,34.650000000000006,34.650000000000006
34.7,34.7,34.7,34.7,34.650000000000006
34.7,34.7,34.7,34.7,34.7
34.75,34.7,34.7,34.7,34.7
34.75,34.75,34.7,34.7,34.7
34.75,34.75,34.75,34.7,34.7
34.75,34.75,34.75,34.75,34.7
34.75,34.75,34.75,34.75,34.75
34.800000000000004,34.75,34.75,34.75,34.75
34.800000000000004,34.800000000000004,34.75,34.75,34.75
34.800000000000004,34.800000000000004,34.800000000000004,34.75,34.75
34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.75
34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004
34.85,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004
34.85,34.85,34.800000000000004,34.800000000000004,34.800000000000004
34.85,34.85,34.85,34.800000000000004,34.800000000000004
34.85,34.85,34.85,34.85,34.800000000000004
34.85,34.85,34.85,34.85,34.85
34.9,34.85,34.85,34.85,34.85
34.9,34.9,34.85,34.85,34.85
34.9,34.9,34.9,34.85,34.85
34.9,34.9,34.9,34.9,34.85
34.9,34.9,34.9,34.9,34.9
34.949999999999996,34.9,34.9,34.9,34.9
34.949999999999996,34.949999999999996,34.9,34.9,34.9
34.949999999999996,34.949999999999996,34.949999999999996,34.9,34.9
34.949999999999996,34.949999999999996,34.949999999999996,34.949999999999996,34.9
34.949999999999996,34.949999999999996,34.949999999999996,34.949999999999996,34.95000000000001
35.0,34.949999999999996,34.949999999999996,34.949999999999996,34.95000000000001
35.0,35.0,34.949999999999996,34.949999999999996,34.95000000000001
35.0,35.0,35.0,34.949999999999996,34.95000000000001
35.0,35.0,35.0,35.0,34.95000000000001
35.0,35.0,35.0,35.0,35.00000000000001
35.05,35.0,35.0,35.0,35.00000000000001
35.05,35.05,35.0,35.0,35.00000000000001
35.05,35.05,35.05,35.0,35.00000000000001
35.05,35.05,35.05,35.05,35.00000000000001
35.05,35.05,35.05,35.05,35.050000000000004
35.1,35.05,35.05,35.05,35.050000000000004
35.1,35.1,35.05,35.05,35.050000000000004
35.1,35.1,35.1,35.05,35.050000000000004
35.1,35.1,35.1,35.099999999999994,35.050000000000004
35.1,35.1,35.1,35.099999999999994,35.1
35.15,35.1,35.1,35.099999999999994,35.1
35.15,35.15,35.1,35.099999999999994,35.1
35.15,35.15,35.15,35.099999999999994,35.1
35.15,35.15,35.15,35.15,35.1
35.15,35.15,35.15,35.15,35.15
35.199999999999996,35.15,35.15,35.15,35.15
35.199999999999996,35.199999999999996,35.15,35.15,35.15
35.199999999999996,35.199999999999996,35.199999999999996,35.15,35.15
35.199999999999996,35.199999999999996,35.199999999999996,35.199999999999996,35.15
35.199999999999996,35.199999999999996,35.199999999999996,35.199999999999996,35.199999999999996
35.25,35.199999999999996,35.199999999999996,35.199999999999996,35.199999999999996
35.25,35.25,35.199999999999996,35.199999999999996,35.199999999999996
35.25,35.25,35.25,35.199999999999996,35.199999999999996
35.25,35.25,35.25,35.25,35.199999999999996
35.25,35.25,35.25,35.25,35.25
35.3,35.25,35.25,35.25,35.25
35.3,35.3,35.25,35.25,35.25
35.3,35.3,35.3,35.25,35.25
35.3,35.3,35.3,35.3,35.25
35.3,35.3,35.3,35.3,35.3
35.349999999999994,35.3,35.3,35.3,35.3
35.349999999999994,35.349999999999994,35.3,35.3,35.3
35.349999999999994,35.349999999999994,35.349999999999994,35.3,35.3
35.349999999999994,35.349999999999994,35.349999999999994,35.349999999999994,35.3
35.349999999999994,35.349999999999994,35.349999999999994,35.349999999999994,35.349999999999994
35.400000000000006,35.349999999999994,35.349999999999994,35.349999999999994,35.349999999999994
